Student_ID,Age,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level,Gender,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income
S1764,19,60.49,70.67,55.49,80.22,57.77,7.05,99.11,60.88,23.0,5.3,7,1,0,1,2,0
S1765,23,66.42,54.38,98.24,71.44,74.09,6.05,55.79,86.29,26.1,7.0,1,1,0,1,0,0
S1766,21,93.5,95.94,75.84,92.27,70.45,9.48,76.32,84.82,26.8,7.3,4,1,0,0,4,2
S1767,21,87.31,98.89,40.43,86.44,73.83,2.3,53.86,87.63,5.7,5.3,1,1,1,1,3,1
S1768,19,60.95,88.88,42.05,78.98,55.28,4.55,57.82,95.79,20.6,5.7,10,1,1,0,3,2
S1769,22,53.59,58.89,48.85,65.99,55.32,8.65,58.72,85.59,29.7,8.3,7,1,0,1,4,1
S1770,22,85.78,64.21,51.25,59.9,98.21,5.52,53.17,67.6,19.7,8.1,5,1,0,0,2,2
S1771,22,69.54,54.54,86.06,70.93,98.97,2.46,94.65,89.53,9.3,4.9,8,0,1,1,1,1
S1772,20,88.3,93.45,53.37,64.34,71.31,2.09,56.32,84.79,26.9,8.7,1,0,0,1,2,2
S1773,24,72.26,94.87,98.15,66.96,89.45,7.53,81.47,78.71,11.6,7.1,10,1,0,1,0,1
S1774,24,67.3,65.13,78.17,75.78,82.79,0.13,81.29,67.69,6.1,6.5,4,1,0,0,0,2
S1775,22,72.56,79.39,81.55,58.45,55.85,9.14,59.93,96.05,15.8,5.0,9,0,1,0,4,0
S1776,19,87.43,49.93,53.07,90.31,64.83,0.18,99.92,75.64,7.5,7.7,10,0,0,0,0,2
S1777,20,95.11,66.1,93.56,57.28,65.68,6.31,67.37,81.41,7.9,8.6,1,1,0,0,0,0
S1778,24,52.49,77.89,80.07,74.05,79.79,6.05,95.25,70.77,16.6,4.3,3,0,1,1,4,2
S1779,22,76.21,63.12,91.86,87.3,79.0,5.78,97.41,89.04,20.3,6.6,2,0,1,0,4,0
S1780,20,51.64,61.46,97.39,74.25,96.18,4.74,97.45,67.05,27.6,8.4,9,1,1,0,4,2
S1781,19,73.42,40.06,47.54,68.05,89.5,8.52,87.64,90.53,22.6,8.8,10,1,1,1,4,2
S1782,22,94.26,88.26,45.8,73.74,92.84,6.59,62.69,55.4,26.1,4.4,5,1,1,1,4,0
S1783,18,68.08,93.36,88.2,92.43,94.56,7.82,56.03,85.45,15.3,8.0,6,0,0,0,3,0
S1784,23,96.62,98.17,91.97,99.52,90.06,1.16,78.49,73.84,13.0,5.4,8,1,0,0,1,0
S1785,19,81.53,83.16,75.03,81.56,66.64,0.5,68.0,84.94,19.8,6.7,9,1,1,0,4,1
S1786,21,96.71,72.93,61.96,89.67,60.75,0.29,91.55,76.57,22.4,7.9,8,0,1,1,1,2
S1787,21,87.86,56.16,79.16,50.72,78.59,1.47,87.25,56.72,19.2,6.7,8,1,0,1,0,1
S1788,19,55.17,99.96,58.34,94.02,84.48,6.67,63.82,73.85,11.6,4.6,1,0,0,0,3,1
S1789,21,61.56,75.39,54.3,97.7,69.33,4.94,50.85,98.23,14.2,7.0,10,0,1,0,4,1
S1790,24,69.71,80.87,69.29,78.76,92.42,7.52,61.87,87.74,16.2,4.6,1,0,1,0,3,1
S1791,19,58.51,80.94,52.97,87.69,98.03,1.92,78.36,65.01,5.4,5.7,8,0,0,0,2,0
S1792,18,74.75,90.72,69.02,75.64,78.47,3.67,53.95,97.21,27.0,6.8,1,0,1,1,1,0
S1793,19,73.57,40.58,97.4,64.31,72.83,8.88,82.91,88.95,17.8,9.0,5,0,1,1,4,1
S1794,22,97.81,53.21,90.39,92.61,92.14,9.36,83.58,68.22,23.8,7.6,4,1,1,0,1,1
S1795,22,71.69,79.93,96.5,79.84,51.21,9.22,58.47,80.18,9.3,5.5,5,1,1,0,1,0
S1796,20,89.28,93.71,88.38,78.97,56.45,8.18,79.82,71.33,18.9,8.4,8,1,0,1,2,0
S1797,21,97.1,81.12,61.29,82.96,92.28,6.88,80.35,54.83,28.2,5.1,10,0,0,1,1,1
S1798,23,93.85,64.81,88.72,92.8,86.6,9.14,73.9,90.3,10.4,5.9,8,1,1,0,0,1
S1799,21,60.43,61.69,95.37,86.6,70.81,7.14,97.66,59.55,13.6,7.2,4,0,1,1,1,0
S1800,24,74.8,84.28,96.82,60.56,94.44,9.54,55.41,72.9,14.7,6.1,8,1,1,1,2,0
S1801,19,67.39,84.47,80.99,73.34,67.57,0.25,70.33,85.13,14.6,7.6,10,0,0,1,2,2
S1802,23,69.99,76.42,52.68,99.01,81.69,9.22,94.15,96.61,20.0,7.3,5,1,0,1,4,2
S1803,23,68.04,57.49,42.38,77.73,81.72,5.56,69.32,53.14,14.8,7.3,4,0,1,0,0,2
S1804,21,91.32,95.51,48.83,96.91,59.22,1.12,71.23,69.66,21.9,6.1,7,1,1,1,1,2
S1805,23,72.61,73.11,97.93,90.67,64.24,2.15,83.41,80.73,17.1,4.3,3,0,1,0,2,1
S1806,23,76.18,87.43,67.73,83.3,95.8,8.52,83.28,88.97,8.9,8.4,5,1,1,1,2,0
S1807,22,99.12,52.86,91.3,67.47,59.17,5.06,51.15,96.05,28.7,4.4,5,0,0,1,1,1
S1808,18,53.0,60.64,67.9,65.22,58.68,9.83,72.78,50.02,11.0,6.3,5,1,0,0,1,2
S1809,19,74.4,92.47,79.65,82.17,73.98,1.18,66.68,81.39,19.1,5.5,2,1,1,1,4,2
S1810,21,88.7,43.01,41.45,71.63,54.61,4.13,81.38,50.35,6.5,5.5,10,1,1,0,4,1
S1811,22,57.56,70.74,54.99,89.94,94.73,3.32,77.79,89.36,28.0,5.1,7,0,0,0,0,1
S1812,24,80.58,68.9,66.18,88.02,55.01,5.16,82.54,57.48,28.2,5.4,10,0,1,1,4,0
S1813,24,61.97,85.07,77.84,65.61,80.83,6.33,82.69,94.73,14.1,8.8,7,0,1,0,4,2
S1814,20,93.37,56.91,50.29,85.14,66.99,6.62,62.74,57.76,8.0,8.9,8,0,0,0,3,2
S1815,23,66.35,53.14,85.87,74.73,90.21,0.01,62.32,88.22,24.2,6.9,7,0,0,1,1,1
S1816,23,66.45,95.57,61.86,66.16,79.49,0.89,68.51,64.47,11.6,6.6,1,1,0,0,4,0
S1817,21,79.91,74.3,89.05,70.65,69.42,0.35,62.1,77.86,22.5,4.2,9,0,0,1,3,1
S1818,18,59.18,46.28,45.88,94.77,99.19,8.65,84.14,80.42,27.9,8.0,4,1,1,0,3,1
S1819,18,64.24,51.58,80.79,67.98,53.31,3.13,80.14,60.34,19.8,4.9,1,1,0,0,4,1
S1820,21,70.83,99.93,57.6,64.37,78.89,3.67,60.82,64.93,26.5,4.7,10,0,1,1,2,2
S1821,21,67.68,51.74,87.72,67.59,99.48,4.5,94.21,55.38,10.6,6.1,2,1,0,0,4,0
S1822,22,76.24,76.63,64.13,60.73,84.55,8.49,73.03,50.26,27.8,5.7,8,0,1,1,4,1
S1823,24,79.98,65.21,79.92,77.23,86.99,0.14,56.35,61.97,10.7,4.5,8,0,1,1,1,1
S1824,21,78.33,93.14,96.06,57.37,51.6,1.19,60.65,75.8,10.6,4.7,9,0,0,0,2,0
S1825,24,82.71,85.31,41.24,90.87,51.07,6.85,76.99,85.68,27.0,9.0,9,1,0,0,0,2
S1826,20,65.39,75.82,40.67,61.28,51.81,9.64,66.92,89.68,18.9,7.7,10,0,0,1,4,1
S1827,24,56.32,40.64,86.22,79.9,99.59,6.43,92.56,53.49,25.0,7.0,8,0,0,1,4,1
S1828,22,88.04,92.79,78.78,56.25,98.98,2.61,74.74,63.62,25.1,5.5,4,0,0,0,1,2
S1829,23,92.54,66.68,57.58,98.92,66.73,5.2,95.76,88.51,21.2,6.1,10,1,1,0,0,2
S1830,23,62.85,95.89,69.66,72.73,64.55,9.75,55.09,74.04,9.7,7.1,7,0,0,1,3,2
S1831,24,70.35,69.73,42.52,91.11,57.3,5.28,83.43,59.11,22.3,7.9,9,1,0,0,2,1
S1832,23,74.93,81.65,51.55,88.43,66.46,3.74,94.29,69.61,6.6,8.7,6,1,1,1,0,2
S1833,23,76.67,44.16,65.47,85.68,68.51,3.83,64.65,63.5,10.0,4.6,6,0,0,0,4,1
S1834,19,82.97,84.71,90.04,91.37,87.41,9.67,56.78,52.53,21.1,5.0,1,1,1,1,3,2
S1835,20,52.08,60.28,68.78,55.02,93.31,7.19,72.83,88.18,27.7,6.8,10,1,1,0,1,1
S1836,22,86.07,61.08,75.18,83.92,87.34,6.87,98.07,64.58,24.3,8.7,9,0,0,0,4,2
S1837,22,53.1,47.12,92.43,63.29,82.32,2.32,81.67,97.26,13.3,6.3,2,0,1,0,1,1
S1838,23,73.41,48.81,58.53,89.29,88.3,5.59,82.2,94.41,25.6,7.2,3,0,0,1,2,0
S1839,18,91.38,51.15,82.04,97.84,86.92,3.57,83.58,85.81,29.2,5.5,5,1,0,0,1,2
S1840,22,72.56,59.69,91.7,95.07,73.79,2.4,51.99,66.33,13.3,8.1,5,0,1,1,0,2
S1841,20,57.45,93.52,52.16,55.75,66.79,8.96,72.28,64.0,9.7,7.0,5,1,0,1,0,0
S1842,21,99.25,62.1,61.39,68.48,64.14,3.83,53.88,73.76,9.9,5.9,4,1,0,0,2,1
S1843,20,94.46,83.46,98.79,68.22,83.97,2.83,65.79,67.73,15.0,6.7,5,1,0,0,2,0
S1844,23,88.57,44.96,98.99,56.11,97.97,9.32,91.08,95.06,6.3,7.5,3,1,1,0,2,0
S1845,23,70.58,75.47,53.39,54.91,79.05,1.97,82.81,56.17,17.2,5.1,1,1,0,0,0,1
S1846,19,59.19,68.91,43.99,69.24,95.63,7.46,99.78,86.22,23.3,5.7,7,0,1,0,4,2
S1847,24,97.07,98.68,56.26,99.6,50.71,6.53,58.61,80.54,18.3,5.3,10,0,0,1,0,2
S1848,22,76.62,90.77,63.86,78.45,89.72,9.2,69.85,90.32,29.3,8.8,2,1,1,0,1,2
S1849,24,92.62,67.29,66.46,81.09,92.68,8.32,90.48,77.12,16.5,4.2,8,1,0,1,2,0
S1850,24,67.1,86.51,77.13,73.55,81.55,7.05,60.78,81.48,5.3,4.3,1,0,1,0,3,1
S1851,22,66.76,51.58,93.97,83.12,96.7,3.15,57.69,98.14,16.8,5.8,6,0,1,1,0,2
S1852,22,99.28,73.74,59.82,97.83,79.5,4.96,71.38,54.6,28.2,6.7,1,1,0,0,3,1
S1853,23,76.09,44.48,91.0,79.43,62.03,9.44,69.19,55.24,7.4,5.6,8,1,1,1,4,0
S1854,22,57.03,60.89,45.61,53.25,60.79,0.23,99.01,69.68,10.6,8.3,2,0,0,0,0,2
S1855,18,60.98,53.55,42.51,74.64,77.79,7.94,72.81,73.64,22.9,4.8,8,0,0,0,4,0
S1856,18,74.1,83.13,70.24,99.64,95.32,2.52,93.05,59.99,12.4,5.8,4,1,0,0,4,1
S1857,21,52.12,69.41,43.58,69.37,53.62,1.85,94.4,54.13,24.1,6.4,3,0,0,0,0,2
S1858,22,73.13,85.06,63.55,79.69,80.22,2.32,57.89,51.11,15.5,5.0,2,0,0,1,0,2
S1859,19,70.95,70.92,93.81,55.33,88.49,0.6,85.77,88.23,24.9,5.5,4,1,0,0,4,2
S1860,21,88.97,45.19,54.49,57.06,55.77,9.92,63.88,74.25,18.8,8.7,10,1,1,0,2,2
S1861,23,67.75,84.12,82.36,93.73,55.84,8.7,54.74,92.17,7.1,6.6,10,1,0,0,0,0
S1862,22,99.13,89.99,58.14,65.02,68.31,5.21,93.74,68.04,14.7,8.3,2,0,0,0,4,0
S1863,18,59.04,94.21,42.7,65.27,63.69,7.15,64.62,85.17,13.3,5.3,3,1,0,1,1,1
S1864,19,79.55,74.32,73.4,69.36,59.92,5.57,67.27,74.43,25.3,7.1,2,0,1,1,3,2
S1865,21,54.48,85.22,90.09,98.32,59.93,8.12,66.2,80.6,20.6,7.8,2,1,0,0,1,1
S1866,19,86.69,85.12,64.57,54.22,56.53,8.45,60.01,68.51,24.4,6.1,10,1,1,1,0,0
S1867,22,99.74,49.34,77.04,90.94,80.54,2.33,71.73,54.06,14.3,7.1,9,0,0,0,0,1
S1868,20,90.96,49.85,94.0,67.08,84.41,4.6,71.41,97.37,22.3,8.3,1,0,1,0,0,0
S1869,19,77.79,44.25,87.38,92.47,85.15,6.35,70.44,91.8,6.6,4.7,3,1,0,1,0,2
S1870,19,74.24,59.19,51.63,99.59,76.62,9.78,95.81,65.59,5.9,5.8,1,1,1,0,1,1
S1871,23,91.75,68.41,84.0,67.43,97.65,6.83,66.99,97.94,12.2,8.1,3,0,1,0,2,2
S1872,18,96.8,99.87,70.11,56.47,94.03,8.98,51.52,65.02,24.3,5.2,1,1,1,1,4,0
S1873,22,99.46,65.86,84.76,57.22,97.88,8.46,58.92,72.15,18.4,6.8,9,0,1,1,4,1
S1874,19,69.83,83.57,69.67,87.94,69.44,5.82,86.07,87.76,15.2,6.2,5,0,0,0,4,1
S1875,22,99.55,81.6,47.68,57.25,93.89,8.94,79.54,65.45,27.4,7.3,4,1,1,0,3,2
S1876,18,57.8,52.27,74.19,63.02,88.14,3.77,97.59,66.23,17.4,7.3,8,0,0,0,0,2
S1877,23,62.68,43.51,69.53,60.22,67.0,3.79,84.72,70.5,20.3,6.9,1,0,0,0,1,2
S1878,22,54.45,72.76,71.08,67.78,55.33,7.81,59.71,73.42,29.6,8.7,9,0,1,0,1,1
S1879,24,63.59,82.02,92.73,53.72,84.13,1.35,56.03,56.18,18.1,4.9,2,1,0,0,1,0
S1880,18,88.4,99.9,93.69,92.84,56.82,3.06,76.04,50.87,24.6,8.2,8,0,1,0,2,2
S1881,18,92.65,61.52,67.21,93.01,64.69,6.09,83.26,95.96,15.3,6.4,7,1,1,0,0,2
S1882,21,88.94,93.78,67.34,70.65,75.02,4.2,58.28,67.66,5.9,7.3,10,1,0,1,4,0
S1883,23,81.55,62.92,70.91,80.6,83.99,9.41,80.08,55.08,25.9,5.4,2,1,0,1,4,1
S1884,23,75.7,81.36,71.18,82.1,96.31,9.59,93.25,87.96,28.6,4.5,10,0,0,0,0,1
S1885,24,85.44,75.9,97.02,87.46,79.66,5.03,86.38,64.75,15.9,7.9,10,0,1,0,4,0
S1886,22,69.54,43.18,78.96,76.03,83.57,5.39,83.21,59.08,17.6,5.3,6,1,0,0,4,2
S1887,20,92.07,44.7,56.65,75.52,65.5,7.25,89.47,98.13,15.6,6.0,5,1,1,0,0,1
S1888,24,83.86,41.25,71.89,81.57,84.36,4.57,55.2,96.03,29.9,4.2,7,0,1,0,1,2
S1889,21,84.89,62.25,77.63,85.15,71.89,1.9,60.19,55.29,27.6,7.3,2,1,1,1,3,2
S1890,23,76.8,84.75,78.39,67.33,92.85,7.47,51.9,94.96,6.0,7.4,10,1,0,1,0,0
S1891,18,94.26,50.37,75.12,66.52,69.62,7.38,57.25,94.54,24.5,8.5,9,0,0,1,4,1
S1892,23,62.6,76.35,50.66,63.49,73.41,2.45,95.66,81.72,20.0,8.5,3,1,0,0,4,0
S1893,24,69.06,57.33,42.02,77.44,71.63,8.33,61.11,76.49,5.6,7.5,1,0,0,1,3,1
S1894,20,88.88,87.82,60.27,68.01,90.56,6.14,83.1,60.87,16.1,5.6,8,0,0,0,3,2
S1895,19,74.64,87.9,65.65,77.02,97.68,2.36,84.58,56.07,8.7,5.9,7,1,1,0,3,2
S1896,19,94.46,86.52,43.71,70.3,66.36,6.52,82.27,80.32,26.8,5.9,7,0,1,1,0,1
S1897,23,67.32,71.49,88.9,91.84,73.75,2.34,77.7,91.1,5.3,4.6,4,0,0,1,1,1
S1898,23,68.47,57.07,60.64,53.66,85.3,2.65,74.31,84.43,26.8,8.7,10,0,1,0,3,2
S1899,21,94.44,88.57,94.82,78.61,94.77,8.48,71.0,59.04,28.5,8.1,3,1,1,1,2,2
S1900,23,73.22,51.17,49.26,78.78,74.69,9.29,95.84,64.5,6.8,4.7,9,1,1,0,1,0
S1901,20,75.81,57.39,43.42,69.19,55.44,2.57,50.48,77.32,23.0,8.7,3,1,0,1,3,2
S1902,23,66.64,51.04,68.94,71.05,68.43,9.28,52.67,81.25,18.7,8.2,7,0,0,1,4,2
S1903,22,63.83,80.45,51.35,90.01,77.52,2.39,74.63,53.61,28.9,8.6,7,0,1,0,0,1
S1904,24,82.8,81.17,96.24,64.03,70.88,1.17,66.53,80.7,25.0,5.4,10,1,1,0,4,0
S1905,20,55.99,79.15,40.62,93.57,59.33,0.58,70.41,86.82,22.4,5.7,7,1,1,1,4,0
S1906,21,93.96,64.94,64.76,94.82,51.85,2.42,99.89,59.07,28.1,6.3,1,0,1,0,0,1
S1907,22,88.96,46.01,95.6,82.53,84.37,3.85,88.76,62.31,9.0,5.1,10,1,0,1,1,1
S1908,22,59.54,94.67,63.07,88.64,99.64,9.28,93.87,62.94,14.4,6.3,2,1,0,1,4,0
S1909,24,84.7,70.46,45.59,80.65,95.96,2.42,68.43,96.99,26.1,4.0,2,1,1,1,1,1
S1910,19,80.13,64.42,58.17,76.26,84.16,3.65,61.98,70.35,7.5,8.4,3,1,1,1,0,1
S1911,20,59.23,75.33,69.88,98.33,92.08,7.34,88.4,76.53,28.4,4.8,4,1,0,0,3,0
S1912,24,63.66,51.57,51.11,64.13,62.79,3.02,90.38,86.22,23.6,6.5,1,0,0,0,4,1
S1913,22,70.45,47.95,67.99,57.71,81.12,6.84,77.49,68.57,16.0,8.6,5,1,0,0,4,1
S1914,21,84.96,64.33,90.18,64.37,53.03,4.32,94.8,55.28,13.5,8.1,1,1,1,1,0,0
S1915,24,81.94,53.63,92.36,80.73,85.36,1.96,98.37,82.72,8.7,7.9,7,0,1,0,0,0
S1916,19,76.61,54.66,42.96,59.26,98.49,7.34,73.55,83.36,7.3,7.0,7,0,0,0,3,1
S1917,22,88.42,93.55,49.65,95.44,93.04,0.27,61.13,63.03,15.6,6.2,2,0,0,1,0,2
S1918,24,87.9,71.85,56.52,70.55,76.72,2.92,75.86,51.76,26.1,6.2,4,0,0,0,2,2
S1919,20,80.89,69.01,75.69,92.5,89.44,3.56,99.48,83.27,18.3,4.4,9,1,1,1,2,1
S1920,19,89.35,81.37,61.66,62.46,97.19,4.58,64.65,85.17,16.3,4.3,1,1,1,0,0,1
S1921,20,66.71,97.09,90.64,65.66,60.8,6.8,80.88,51.3,13.0,8.2,10,1,0,1,3,2
S1922,20,94.06,46.73,83.0,52.96,89.66,4.59,84.7,84.66,8.9,6.0,6,1,0,1,2,0
S1923,20,80.75,90.01,46.03,62.89,63.49,5.94,60.7,96.95,29.8,4.3,10,0,1,0,4,2
S1924,24,91.12,75.04,77.47,74.52,93.85,5.96,79.42,58.94,5.6,7.3,1,0,1,0,3,2
S1925,19,77.31,48.77,46.78,97.31,54.92,3.73,65.73,76.07,12.8,7.4,6,1,1,0,0,0
S1926,24,60.92,57.83,55.3,69.45,58.91,9.34,92.71,84.84,24.2,5.1,1,1,1,0,2,1
S1927,24,77.12,68.94,50.67,81.99,86.03,9.56,85.74,61.5,18.0,6.1,3,1,1,1,3,0
S1928,24,68.56,81.47,50.38,71.39,58.74,5.82,91.31,87.58,12.8,6.9,4,1,0,1,4,1
S1929,22,84.87,54.56,76.98,52.34,57.9,0.72,59.98,93.4,29.8,7.0,10,0,1,0,0,1
S1930,23,73.79,72.09,73.82,75.18,77.77,4.91,51.73,90.73,20.5,6.6,5,1,0,1,1,2
S1931,18,91.81,81.08,50.56,53.3,91.75,1.84,92.53,62.94,12.4,5.8,7,0,1,0,2,0
S1932,22,83.9,66.92,99.41,94.18,63.42,4.83,69.34,90.21,26.2,4.3,2,0,0,1,4,1
S1933,19,84.23,91.78,65.31,87.65,92.06,1.88,58.99,70.67,8.8,4.1,6,0,0,0,3,0
S1934,18,60.86,92.17,45.82,68.93,90.4,7.04,54.59,63.32,16.6,6.3,4,0,0,0,2,1
S1935,18,99.21,68.24,47.23,82.01,78.96,0.8,75.83,58.4,26.0,5.0,6,1,1,1,2,0
S1936,18,92.08,98.38,75.03,55.6,82.33,9.53,57.51,95.45,29.6,8.7,7,1,0,1,0,0
S1937,23,89.45,44.54,98.74,85.13,52.02,1.95,78.33,71.34,14.6,7.2,7,1,0,1,4,1
S1938,24,66.51,40.2,74.32,91.14,68.36,6.61,86.37,93.29,8.5,6.9,5,1,0,1,2,0
S1939,21,76.78,62.84,96.94,91.09,63.17,9.17,76.75,57.98,19.2,6.0,7,0,1,0,2,1
S1940,19,56.86,76.07,66.65,64.21,57.5,2.48,95.18,88.35,28.6,5.6,3,0,1,0,4,1
S1941,23,76.92,77.75,66.15,63.19,69.48,9.34,57.78,55.5,21.6,4.9,10,0,1,1,3,0
S1942,23,57.29,68.59,70.0,76.07,67.75,3.89,74.7,50.88,20.1,4.3,5,1,0,1,0,2
S1943,21,77.65,47.49,81.85,98.39,86.44,9.61,58.16,99.75,12.7,7.2,5,0,0,1,2,0
S1944,18,82.44,50.23,62.06,96.03,79.9,9.71,93.8,53.68,20.2,7.9,2,0,0,0,4,1
S1945,24,69.51,91.13,91.83,67.98,95.66,1.88,96.61,73.08,27.1,8.3,4,0,0,0,1,1
S1946,21,74.93,92.07,41.76,88.99,57.27,8.31,70.0,93.92,14.4,7.6,2,0,1,1,3,1
S1947,21,93.78,80.43,66.39,96.07,52.99,1.93,65.29,90.97,11.1,8.5,9,1,0,0,0,0
S1948,23,55.43,79.85,70.66,63.05,76.73,2.26,63.97,73.56,17.0,8.9,9,0,0,1,1,2
S1949,19,89.59,75.86,76.42,91.51,50.05,0.84,92.99,80.54,14.4,8.8,1,0,0,0,3,2
S1950,20,58.54,52.18,56.56,63.39,89.39,1.57,84.12,81.49,16.7,7.0,2,1,0,0,2,1
S1951,24,51.84,65.7,65.65,67.16,75.3,6.32,94.03,55.49,7.4,5.1,8,1,1,1,0,1
S1952,21,59.28,81.75,69.07,59.94,74.4,4.49,55.88,64.25,13.4,4.5,3,1,1,1,3,2
S1953,24,88.25,72.24,81.21,75.35,68.12,7.91,73.8,65.05,25.7,9.0,3,0,1,0,3,1
S1954,21,70.26,41.11,86.41,92.17,68.75,3.32,83.81,68.91,15.0,5.5,10,0,1,1,3,1
S1955,18,93.63,97.21,84.27,76.4,71.56,9.69,94.85,63.7,29.2,4.2,6,0,0,0,3,1
S1956,24,76.24,90.69,60.49,56.17,50.8,0.5,69.1,62.57,22.7,6.0,5,0,1,0,1,1
S1957,18,51.11,55.63,99.97,62.59,54.18,0.63,65.65,67.74,14.2,7.7,4,1,1,1,0,2
S1958,23,85.84,76.99,90.92,78.14,75.25,7.01,95.65,68.96,11.3,8.5,7,0,1,1,2,2
S1959,18,55.51,95.39,55.6,79.16,57.51,8.88,52.38,74.36,22.1,6.4,1,0,1,0,0,2
S1960,24,89.47,45.76,51.71,78.85,88.94,7.96,73.98,58.68,12.6,5.5,1,1,0,1,1,0
S1961,22,58.41,70.18,58.84,53.85,63.72,4.9,72.93,89.42,28.2,7.9,1,1,0,0,0,2
S1962,24,67.27,67.37,67.14,87.68,54.89,2.7,57.3,93.03,7.9,6.5,8,1,0,1,1,1
S1963,21,88.06,64.61,91.05,95.47,61.76,0.13,69.75,62.41,5.7,4.4,9,0,0,0,1,0
S1964,18,97.71,90.14,86.7,75.53,67.85,5.09,86.13,56.17,10.5,8.4,3,0,1,1,1,1
S1965,19,68.57,62.84,91.07,85.94,51.77,4.76,68.34,86.12,20.2,7.3,1,0,1,0,1,1
S1966,22,91.47,43.82,56.32,95.7,57.08,3.44,65.48,96.21,25.9,4.2,9,0,0,1,3,0
S1967,23,59.54,43.95,75.61,82.13,66.19,5.78,89.09,51.76,9.3,4.0,3,0,1,0,0,1
S1968,20,90.36,42.56,56.99,83.72,65.52,7.29,99.44,50.72,19.6,4.4,9,1,0,1,4,1
S1969,21,82.87,64.55,46.54,86.07,90.02,7.01,88.97,59.17,8.6,8.1,4,1,1,0,1,0
S1970,21,59.64,83.1,81.05,63.03,92.16,2.63,92.32,84.24,19.1,6.4,1,0,0,1,1,2
S1971,19,65.13,52.22,48.58,79.13,59.67,5.85,96.98,98.24,5.5,5.7,5,0,0,0,0,1
S1972,20,56.59,78.79,80.06,92.11,56.2,1.49,90.09,87.52,18.9,5.2,7,0,0,1,3,2
S1973,20,69.15,81.23,78.88,64.81,81.71,1.22,99.02,78.65,18.0,6.5,6,0,1,1,2,1
S1974,23,60.18,55.31,88.61,94.86,90.23,7.86,87.36,85.03,6.1,4.4,4,0,0,0,1,1
S1975,23,82.2,76.03,48.37,81.02,98.19,6.94,83.08,61.53,22.2,7.1,10,1,0,1,3,1
S1976,22,99.73,81.09,87.01,71.16,50.34,7.68,84.67,84.43,19.3,5.9,8,1,0,1,3,0
S1977,21,50.6,68.0,99.96,81.16,70.68,1.52,95.0,66.07,20.6,8.3,10,1,0,0,4,2
S1978,18,77.05,60.2,91.06,70.09,86.7,9.15,84.15,61.12,18.2,7.8,10,0,1,0,1,1
S1979,23,78.68,77.15,85.11,91.9,91.43,1.33,88.06,61.83,23.0,4.1,1,0,1,1,3,2
S1980,19,95.71,98.67,79.73,74.12,53.11,8.7,60.8,83.39,18.1,4.8,4,1,1,1,4,1
S1981,19,75.3,65.61,65.31,95.06,84.03,3.52,95.63,88.36,28.1,6.4,7,1,0,1,3,0
S1982,19,77.19,63.5,83.83,75.49,64.45,1.05,72.36,79.09,28.6,7.3,6,0,0,1,4,2
S1983,24,73.58,67.86,83.45,83.02,53.73,2.87,58.05,53.19,23.2,7.6,1,1,0,0,4,0
S1984,23,63.45,44.57,77.89,99.89,74.46,1.81,89.99,51.9,27.8,8.1,5,1,0,1,4,2
S1985,23,52.8,73.19,87.78,57.35,57.91,4.91,67.82,60.86,28.1,4.2,6,0,0,0,3,2
S1986,19,70.43,59.72,66.93,86.84,86.85,9.5,59.21,64.32,11.5,4.1,10,1,1,1,2,2
S1987,23,52.63,47.29,47.28,56.94,87.06,3.28,62.81,70.24,29.8,7.0,9,1,1,1,0,1
S1988,24,77.52,67.98,73.54,91.94,92.1,6.12,51.75,53.8,11.7,7.6,5,1,0,1,4,0
S1989,18,65.36,40.2,55.9,79.82,68.88,8.92,54.53,86.26,5.5,7.9,5,0,0,0,1,1
S1990,18,76.68,64.11,63.07,96.91,50.67,6.3,79.63,85.57,29.1,4.8,8,1,0,1,0,1
S1991,22,56.71,46.34,41.04,93.3,62.99,3.62,93.31,67.33,10.6,8.8,6,1,0,1,2,0
S1992,21,96.63,41.46,62.97,53.74,73.39,9.91,72.43,78.15,19.6,5.1,10,1,0,1,0,2
S1993,18,94.73,89.47,88.53,56.87,84.7,1.87,81.3,55.05,29.3,5.3,8,0,0,1,0,0
S1994,22,59.5,94.97,72.56,80.06,69.1,5.23,90.49,70.76,6.2,4.8,6,0,1,1,2,1
S1995,20,67.17,52.46,40.59,75.92,76.8,7.97,67.84,92.88,11.7,4.2,9,1,0,0,1,1
S1996,21,80.67,72.36,68.19,58.43,76.21,0.01,82.72,83.03,20.2,8.0,8,0,1,1,4,2
S1997,18,54.78,56.68,57.49,56.47,58.25,7.02,67.52,55.2,24.1,4.0,8,1,1,1,3,1
S1998,24,67.73,69.61,68.65,78.2,81.15,2.66,82.14,92.38,25.2,6.3,1,0,0,0,1,1
S1999,20,62.56,66.2,64.28,52.45,71.96,1.7,60.88,84.03,27.1,4.5,4,0,1,0,1,1
S2000,22,95.78,56.14,95.92,93.69,90.4,2.74,98.89,72.65,9.2,4.2,2,1,0,0,4,1
S2001,18,92.63,82.02,42.47,90.35,84.53,9.67,53.81,84.6,14.3,8.7,7,1,0,0,1,1
S2002,18,78.99,47.59,81.02,89.27,55.57,8.92,75.26,58.64,22.9,8.1,10,1,0,1,1,1
